日付,ロット番号,塗布長,種別,号機,コーター部温度,コーター部相対湿度,ポンプ圧力,乾燥ゾーン1温度,乾燥ゾーン2温度,UV照度,ランプ点灯時間,チャンバー内O2濃度,UVロール温度,ブリードアウト
2026-04-12,SC20260412-0047,500m,製造,YC-08,28.21,50.6,0.904,120.08,122.10,1020.4,1192,0.01100,89.05,FALSE
2026-04-12,SC20260412-0048,1000m,製造,YC-08,28.22,50.7,0.906,120.10,122.12,1020.6,1193,0.01100,89.05,FALSE
2026-04-12,SC20260412-0049,1200m,製造,YC-08,28.20,50.8,0.900,120.00,122.15,1020.8,1194,0.01100,89.05,FALSE
2026-04-12,SC20260412-0050,1500m,製造,YC-08,28.21,50.9,0.902,120.02,122.00,1021.0,1195,0.01100,89.05,FALSE
2026-04-12,SC20260412-0051,500m,製造,YC-08,28.22,50.5,0.904,120.04,122.03,1021.2,1196,0.01100,89.05,FALSE
2026-04-12,SC20260412-0052,1000m,製造,YC-08,28.20,50.6,0.906,120.06,122.05,1021.4,1197,0.01100,89.05,FALSE
2026-04-12,SC20260412-0053,1200m,製造,YC-08,28.21,50.7,0.900,120.08,122.08,1021.6,1198,0.01100,89.05,FALSE
2026-04-12,SC20260412-0054,1500m,製造,YC-08,28.22,50.8,0.902,120.10,122.10,1021.8,1199,0.01100,89.05,FALSE
2026-04-12,SC20260412-0055,500m,製造,YC-08,28.20,50.9,0.904,120.00,122.12,1020.2,1200,0.01100,89.05,FALSE
2026-04-12,SC20260412-0056,1000m,試作品,YC-08,28.21,50.5,0.906,120.02,122.15,1020.4,1201,0.01100,89.05,FALSE
2026-04-12,SC20260412-0057,1200m,製造,YC-08,28.22,50.6,0.900,120.04,122.00,1020.6,1202,0.01100,89.05,FALSE
2026-04-12,SC20260412-0058,1500m,製造,YC-08,28.20,50.7,0.902,120.06,122.03,1020.8,1203,0.01100,89.05,FALSE
2026-04-12,SC20260412-0059,500m,製造,YC-08,28.21,50.8,0.904,120.08,122.05,1021.0,1204,0.01100,89.07,FALSE
2026-04-12,SC20260412-0060,1000m,製造,YC-08,28.22,50.9,0.906,120.10,122.08,1021.2,1205,0.01100,89.05,FALSE
2026-04-12,SC20260412-0061,1200m,製造,YC-08,28.20,50.5,0.900,120.00,122.10,1021.4,1206,0.01100,89.05,FALSE
2026-04-12,SC20260412-0062,1500m,製造,YC-08,28.21,50.6,0.902,120.02,122.12,1021.6,1207,0.01100,89.05,FALSE
2026-04-12,SC20260412-0063,500m,製造,YC-08,28.22,50.7,0.904,120.04,122.15,1021.8,1208,0.01100,89.05,FALSE
2026-04-12,SC20260412-0064,1000m,製造,YC-08,28.20,50.8,0.906,120.06,122.00,1020.2,1209,0.01100,89.05,FALSE
2026-04-12,SC20260412-0065,1200m,製造,YC-08,28.21,50.9,0.900,120.08,122.03,1020.4,1210,0.01100,89.05,FALSE
2026-04-12,SC20260412-0066,1500m,製造,YC-08,28.22,50.5,0.902,120.10,122.05,1020.6,1211,0.01100,89.05,FALSE
2026-04-12,SC20260412-0067,500m,製造,YC-08,28.20,50.6,0.904,120.00,122.08,1020.8,1212,0.01100,89.05,FALSE
2026-04-12,SC20260412-0068,1000m,製造,YC-08,28.21,50.7,0.906,120.02,122.10,1021.0,1213,0.01100,89.05,FALSE
2026-04-12,SC20260412-0069,1200m,製造,YC-08,28.22,50.8,0.900,120.04,122.12,1021.2,1214,0.01100,89.05,FALSE
2026-04-12,SC20260412-0070,1500m,製造,YC-08,28.20,50.9,0.902,120.06,122.15,1021.4,1215,0.01100,89.05,FALSE
2026-04-12,SC20260412-0071,500m,製造,YC-08,28.21,50.5,0.904,120.08,122.00,1021.6,1216,0.01100,89.05,FALSE
2026-04-12,SC20260412-0072,1000m,製造,YC-08,28.22,50.6,0.906,120.10,122.03,1021.8,1217,0.01100,89.05,FALSE
2026-04-12,SC20260412-0073,1200m,試作品,YC-08,28.20,50.7,0.900,120.00,122.05,1020.2,1218,0.01100,89.05,FALSE
2026-04-12,SC20260412-0074,1500m,製造,YC-08,28.21,50.8,0.902,120.02,122.08,1020.4,1219,0.01100,89.05,FALSE
2026-04-12,SC20260412-0075,500m,製造,YC-08,28.22,50.9,0.904,120.04,122.10,1020.6,1220,0.01100,89.05,FALSE
2026-04-12,SC20260412-0076,1000m,製造,YC-08,28.20,50.5,0.906,120.06,122.12,1020.8,1221,0.01100,89.05,FALSE
2026-04-12,SC20260412-0077,1200m,製造,YC-08,28.21,50.6,0.900,120.08,122.15,1021.0,1222,0.01100,89.05,FALSE
2026-04-12,SC20260412-0078,1500m,製造,YC-08,28.22,50.7,0.902,120.10,122.00,1021.2,1223,0.01100,89.07,FALSE
2026-04-12,SC20260412-0079,500m,製造,YC-08,28.20,50.8,0.904,120.00,122.03,1021.4,1224,0.01100,89.05,FALSE
2026-04-12,SC20260412-0080,1000m,製造,YC-08,28.21,50.9,0.906,120.02,122.05,1021.6,1225,0.01100,89.05,FALSE
2026-04-12,SC20260412-0081,1200m,製造,YC-08,28.22,50.5,0.900,120.04,122.08,1021.8,1226,0.01100,89.05,FALSE
2026-04-12,SC20260412-0082,1500m,製造,YC-08,28.20,50.6,0.902,120.06,122.10,1020.2,1227,0.01100,89.05,FALSE
2026-04-12,SC20260412-0083,500m,製造,YC-08,28.21,50.7,0.904,120.08,122.12,1020.4,1228,0.01100,89.05,FALSE
2026-04-12,SC20260412-0084,1000m,製造,YC-08,28.22,50.8,0.906,120.10,122.15,1020.6,1229,0.01100,89.05,FALSE
2026-04-12,SC20260412-0085,1200m,製造,YC-08,28.20,50.9,0.900,120.00,122.00,1020.8,1230,0.01100,89.05,FALSE
2026-04-12,SC20260412-0086,1500m,製造,YC-08,28.21,50.5,0.902,120.02,122.03,1021.0,1231,0.01100,89.05,FALSE
2026-04-12,SC20260412-0087,500m,製造,YC-08,28.22,50.6,0.904,120.04,122.05,1021.2,1232,0.01100,89.05,FALSE
2026-04-12,SC20260412-0088,1000m,製造,YC-08,28.20,50.7,0.906,120.06,122.08,1021.4,1233,0.01100,89.05,FALSE
2026-04-12,SC20260412-0089,1200m,製造,YC-08,28.21,50.8,0.900,120.08,122.10,1021.6,1234,0.01100,89.05,FALSE
2026-04-12,SC20260412-0090,1500m,試作品,YC-08,28.22,50.9,0.902,120.10,122.12,1021.8,1235,0.01100,89.05,FALSE
2026-04-12,SC20260412-0091,500m,製造,YC-08,28.20,50.5,0.904,120.00,122.15,1020.2,1236,0.01100,89.05,FALSE
2026-04-12,SC20260412-0092,1000m,製造,YC-08,28.21,50.6,0.906,120.02,122.00,1020.4,1237,0.01100,89.05,FALSE
2026-04-12,SC20260412-0093,1200m,製造,YC-08,28.22,50.7,0.900,120.04,122.03,1020.6,1238,0.01100,89.05,FALSE
2026-04-12,SC20260412-0094,1500m,製造,YC-08,28.20,50.8,0.902,120.06,122.05,1020.8,1239,0.01100,89.05,FALSE
2026-04-12,SC20260412-0095,500m,製造,YC-08,28.21,50.9,0.904,120.08,122.08,1021.0,1240,0.01100,89.05,FALSE
2026-04-12,SC20260412-0096,1000m,製造,YC-08,28.22,50.5,0.906,120.10,122.10,1021.2,1241,0.01100,89.05,FALSE
2026-04-12,SC20260412-0097,1200m,製造,YC-08,28.20,50.6,0.900,120.00,122.12,1021.4,1242,0.01100,89.07,FALSE
2026-04-12,SC20260412-0098,1500m,製造,YC-08,28.21,50.7,0.902,120.02,122.15,1021.6,1243,0.01100,89.05,FALSE
2026-04-12,SC20260412-0099,500m,製造,YC-08,28.22,50.8,0.904,120.04,122.00,1021.8,1244,0.01100,89.05,FALSE
2026-04-12,SC20260412-0100,1000m,製造,YC-08,28.20,50.9,0.906,120.06,122.03,1020.2,1245,0.01100,89.05,FALSE
2026-04-12,SC20260412-0101,1200m,製造,YC-08,28.21,50.5,0.900,120.08,122.05,1020.4,1246,0.01100,89.05,FALSE
2026-04-12,SC20260412-0102,1500m,製造,YC-08,28.22,50.6,0.902,120.10,122.08,1020.6,1247,0.01100,89.05,FALSE
2026-04-12,SC20260412-0103,500m,製造,YC-08,28.20,50.7,0.904,120.00,122.10,1020.8,1248,0.01100,89.05,FALSE
2026-04-12,SC20260412-0104,1000m,製造,YC-08,28.21,50.8,0.906,120.02,122.12,1021.0,1249,0.01100,89.05,FALSE
2026-04-12,SC20260412-0105,1200m,製造,YC-08,28.22,50.9,0.900,120.04,122.15,1021.2,1250,0.01100,89.05,FALSE
2026-04-12,SC20260412-0106,1500m,製造,YC-08,28.20,50.5,0.902,120.06,122.00,1021.4,1251,0.01100,89.05,FALSE
2026-04-12,SC20260412-0107,500m,試作品,YC-08,28.21,50.6,0.904,120.08,122.03,1021.6,1252,0.01100,89.05,FALSE
2026-04-12,SC20260412-0108,1000m,製造,YC-08,28.22,50.7,0.906,120.10,122.05,1021.8,1253,0.01100,89.05,FALSE
2026-04-12,SC20260412-0109,1200m,製造,YC-08,28.20,50.8,0.900,120.00,122.08,1020.2,1254,0.01100,89.05,FALSE
2026-04-12,SC20260412-0110,1500m,製造,YC-08,28.21,50.9,0.902,120.02,122.10,1020.4,1255,0.01100,89.05,FALSE
2026-04-12,SC20260412-0111,500m,製造,YC-08,28.22,50.5,0.904,120.04,122.12,1020.6,1256,0.01100,89.05,FALSE
2026-04-12,SC20260412-0112,1000m,製造,YC-08,28.20,50.6,0.906,120.06,122.15,1020.8,1257,0.01100,89.05,FALSE
2026-04-12,SC20260412-0113,1200m,製造,YC-08,28.21,50.7,0.900,120.08,122.00,1021.0,1258,0.01100,89.05,FALSE
2026-04-12,SC20260412-0114,1500m,製造,YC-08,28.22,50.8,0.902,120.10,122.03,1021.2,1259,0.01100,89.05,FALSE
2026-04-12,SC20260412-0115,500m,製造,YC-08,28.20,50.9,0.904,120.00,122.05,1021.4,1260,0.01100,89.05,FALSE
2026-04-12,SC20260412-0116,1000m,製造,YC-08,28.21,50.5,0.906,120.02,122.08,1021.6,1261,0.01100,89.07,FALSE
2026-04-12,SC20260412-0117,1200m,製造,YC-08,28.22,50.6,0.900,120.04,122.10,1021.8,1262,0.01100,89.05,FALSE
2026-04-12,SC20260412-0118,1500m,製造,YC-08,28.20,50.7,0.902,120.06,122.12,1020.2,1263,0.01100,89.05,FALSE
2026-04-12,SC20260412-0119,500m,製造,YC-08,28.21,50.8,0.904,120.08,122.15,1020.4,1264,0.01100,89.05,FALSE
2026-04-12,SC20260412-0120,1000m,製造,YC-08,28.22,50.9,0.906,120.10,122.00,1020.6,1265,0.01100,89.05,FALSE
2026-04-12,SC20260412-0121,1200m,製造,YC-08,28.20,50.5,0.900,120.00,122.03,1020.8,1266,0.01100,89.05,FALSE
2026-04-12,SC20260412-0122,1500m,製造,YC-08,28.21,50.6,0.902,120.02,122.05,1021.0,1267,0.01100,89.05,FALSE
2026-04-12,SC20260412-0123,500m,製造,YC-08,28.22,50.7,0.904,120.04,122.08,1021.2,1268,0.01100,89.05,FALSE
2026-04-12,SC20260412-0124,1000m,試作品,YC-08,28.20,50.8,0.906,120.06,122.10,1021.4,1269,0.01100,89.05,FALSE
2026-04-12,SC20260412-0125,1200m,製造,YC-08,28.21,50.9,0.900,120.08,122.12,1021.6,1270,0.01100,89.05,FALSE
2026-04-12,SC20260412-0126,1500m,製造,YC-08,28.22,50.5,0.902,120.10,122.15,1021.8,1271,0.01100,89.05,FALSE
2026-04-12,SC20260412-0127,500m,製造,YC-08,28.20,50.6,0.904,120.00,122.00,1020.2,1272,0.01100,89.05,FALSE
2026-04-12,SC20260412-0128,1000m,製造,YC-08,28.21,50.7,0.906,120.02,122.03,1020.4,1273,0.01100,89.05,FALSE
2026-04-12,SC20260412-0129,1200m,製造,YC-08,28.22,50.8,0.900,120.04,122.05,1020.6,1274,0.01100,89.05,FALSE
2026-04-12,SC20260412-0130,1500m,製造,YC-08,28.20,50.9,0.902,120.06,122.08,1020.8,1275,0.01100,89.05,FALSE
2026-04-12,SC20260412-0131,500m,製造,YC-08,28.21,50.5,0.904,120.08,122.10,1021.0,1276,0.01100,89.05,FALSE
2026-04-12,SC20260412-0132,1000m,製造,YC-08,28.22,50.6,0.906,120.10,122.12,1021.2,1277,0.01100,89.05,FALSE
2026-04-12,SC20260412-0133,1200m,製造,YC-08,28.20,50.7,0.900,120.00,122.15,1021.4,1278,0.01100,89.05,FALSE
2026-04-12,SC20260412-0134,1500m,製造,YC-08,28.21,50.8,0.902,120.02,122.00,1021.6,1279,0.01100,89.05,FALSE
2026-04-12,SC20260412-0135,500m,製造,YC-08,28.22,50.9,0.904,120.04,122.03,1021.8,1280,0.01100,89.07,FALSE
2026-04-12,SC20260412-0136,1000m,製造,YC-08,28.20,50.5,0.906,120.06,122.05,1020.2,1281,0.01100,89.05,FALSE
2026-04-12,SC20260412-0137,1200m,製造,YC-08,28.21,50.6,0.900,120.08,122.08,1020.4,1282,0.01100,89.05,FALSE
2026-04-12,SC20260412-0138,1500m,製造,YC-08,28.22,50.7,0.902,120.10,122.10,1020.6,1283,0.01100,89.05,FALSE
2026-04-12,SC20260412-0139,500m,製造,YC-08,28.20,50.8,0.904,120.00,122.12,1020.8,1284,0.01100,89.05,FALSE
2026-04-12,SC20260412-0140,1000m,製造,YC-08,28.21,50.9,0.906,120.02,122.15,1021.0,1285,0.01100,89.05,FALSE
2026-04-12,SC20260412-0141,1200m,試作品,YC-08,28.22,50.5,0.900,120.04,122.00,1021.2,1286,0.01100,89.05,FALSE
2026-04-12,SC20260412-0142,1500m,製造,YC-08,28.20,50.6,0.902,120.06,122.03,1021.4,1287,0.01100,89.05,FALSE
2026-04-12,SC20260412-0143,500m,製造,YC-08,28.21,50.7,0.904,120.08,122.05,1021.6,1288,0.01100,89.05,FALSE
2026-04-12,SC20260412-0144,1000m,製造,YC-08,28.22,50.8,0.906,120.10,122.08,1021.8,1289,0.01100,89.05,FALSE
2026-04-12,SC20260412-0145,1200m,製造,YC-08,28.20,50.9,0.900,120.00,122.10,1020.2,1290,0.01100,89.05,FALSE
2026-04-12,SC20260412-0146,1500m,製造,YC-08,28.21,50.5,0.902,120.02,122.12,1020.4,1291,0.01100,89.05,FALSE
2026-04-12,SC20260412-0147,500m,製造,YC-08,28.22,50.6,0.904,120.04,122.15,1020.6,1292,0.01100,89.05,FALSE
2026-04-12,SC20260412-0148,1000m,製造,YC-08,28.20,50.7,0.906,120.06,122.00,1020.8,1293,0.01100,89.05,FALSE
2026-04-12,SC20260412-0149,1200m,製造,YC-08,28.21,50.8,0.900,120.08,122.03,1021.0,1294,0.01100,89.05,FALSE
2026-04-12,SC20260412-0150,1500m,製造,YC-08,28.22,50.9,0.902,120.10,122.05,1021.2,1295,0.01100,89.05,FALSE
2026-04-12,SC20260412-0151,500m,製造,YC-08,28.20,50.5,0.904,120.00,122.08,1021.4,1296,0.01100,89.05,FALSE
2026-04-12,SC20260412-0152,1000m,製造,YC-08,28.21,50.6,0.906,120.02,122.10,1021.6,1297,0.01100,89.05,FALSE
2026-04-12,SC20260412-0153,1200m,製造,YC-08,28.22,50.7,0.900,120.04,122.12,1021.8,1298,0.01100,89.05,FALSE
2026-04-12,SC20260412-0154,1500m,製造,YC-08,28.20,50.8,0.902,120.06,122.15,1020.2,1299,0.01100,89.07,FALSE
2026-04-12,SC20260412-0155,500m,製造,YC-08,28.21,50.9,0.904,120.08,122.00,1020.4,1300,0.01100,89.05,FALSE
2026-04-12,SC20260412-0156,1000m,製造,YC-08,28.22,50.5,0.906,120.10,122.03,1020.6,1301,0.01100,89.05,FALSE
2026-04-12,SC20260412-0157,1200m,製造,YC-08,28.20,50.6,0.900,120.00,122.05,1020.8,1302,0.01100,89.05,FALSE
2026-04-12,SC20260412-0158,1500m,試作品,YC-08,28.21,50.7,0.902,120.02,122.08,1021.0,1303,0.01100,89.05,FALSE
2026-04-12,SC20260412-0159,500m,製造,YC-08,28.22,50.8,0.904,120.04,122.10,1021.2,1304,0.01100,89.05,FALSE
2026-04-12,SC20260412-0160,1000m,製造,YC-08,28.20,50.9,0.906,120.06,122.12,1021.4,1305,0.01100,89.05,FALSE
2026-04-12,SC20260412-0161,1200m,製造,YC-08,28.21,50.5,0.900,120.08,122.15,1021.6,1306,0.01100,89.05,FALSE
2026-04-12,SC20260412-0162,1500m,製造,YC-08,28.22,50.6,0.902,120.10,122.00,1021.8,1307,0.01100,89.05,FALSE
2026-04-12,SC20260412-0163,500m,製造,YC-08,28.20,50.7,0.904,120.00,122.03,1020.2,1308,0.01100,89.05,FALSE
2026-04-12,SC20260412-0164,1000m,製造,YC-08,28.21,50.8,0.906,120.02,122.05,1020.4,1309,0.01100,89.05,FALSE
2026-04-12,SC20260412-0165,1200m,製造,YC-08,28.22,50.9,0.900,120.04,122.08,1020.6,1310,0.01100,89.05,FALSE
2026-04-12,SC20260412-0166,1500m,製造,YC-08,28.20,50.5,0.902,120.06,122.10,1020.8,1311,0.01100,89.05,FALSE
2026-04-12,SC20260412-0167,500m,製造,YC-08,28.21,50.6,0.904,120.08,122.12,1021.0,1312,0.01100,89.05,FALSE
2026-04-12,SC20260412-0168,1000m,製造,YC-08,28.22,50.7,0.906,120.10,122.15,1021.2,1313,0.01100,89.05,FALSE
2026-04-12,SC20260412-0169,1200m,製造,YC-08,28.20,50.8,0.900,120.00,122.00,1021.4,1314,0.01100,89.05,FALSE
2026-04-12,SC20260412-0170,1500m,製造,YC-08,28.21,50.9,0.902,120.02,122.03,1021.6,1315,0.01100,89.05,FALSE
2026-04-12,SC20260412-0171,500m,製造,YC-08,28.22,50.5,0.904,120.04,122.05,1021.8,1316,0.01100,89.05,FALSE
2026-04-12,SC20260412-0172,1000m,製造,YC-08,28.20,50.6,0.906,120.06,122.08,1020.2,1317,0.01100,89.05,FALSE
2026-04-12,SC20260412-0173,1200m,製造,YC-08,28.21,50.7,0.900,120.08,122.10,1020.4,1318,0.01100,89.07,FALSE
2026-04-12,SC20260412-0174,1500m,製造,YC-08,28.22,50.8,0.902,120.10,122.12,1020.6,1319,0.01100,89.05,FALSE
2026-04-12,SC20260412-0175,500m,試作品,YC-08,28.20,50.9,0.904,120.00,122.15,1020.8,1320,0.01100,89.05,FALSE
2026-04-12,SC20260412-0176,1000m,製造,YC-08,28.21,50.5,0.906,120.02,122.00,1021.0,1321,0.01100,89.05,FALSE
2026-04-12,SC20260412-0177,1200m,製造,YC-08,28.22,50.6,0.900,120.04,122.03,1021.2,1322,0.01100,89.05,FALSE
2026-04-12,SC20260412-0178,1500m,製造,YC-08,28.20,50.7,0.902,120.06,122.05,1021.4,1323,0.01100,89.05,FALSE
2026-04-12,SC20260412-0179,500m,製造,YC-08,28.21,50.8,0.904,120.08,122.08,1021.6,1324,0.01100,89.05,FALSE
2026-04-12,SC20260412-0180,1000m,製造,YC-08,28.22,50.9,0.906,120.10,122.10,1021.8,1325,0.01100,89.05,FALSE
2026-04-12,SC20260412-0181,1200m,製造,YC-08,28.20,50.5,0.900,120.00,122.12,1020.2,1326,0.01100,89.05,FALSE
2026-04-12,SC20260412-0182,1500m,製造,YC-08,28.21,50.6,0.902,120.02,122.15,1020.4,1327,0.01100,89.05,FALSE
2026-04-12,SC20260412-0183,500m,製造,YC-08,28.22,50.7,0.904,120.04,122.00,1020.6,1328,0.01100,89.05,FALSE
2026-04-12,SC20260412-0184,1000m,製造,YC-08,28.20,50.8,0.906,120.06,122.03,1020.8,1329,0.01100,89.05,FALSE
2026-04-12,SC20260412-0185,1200m,製造,YC-08,28.21,50.9,0.900,120.08,122.05,1021.0,1330,0.01100,89.05,FALSE
2026-04-12,SC20260412-0186,1500m,製造,YC-08,28.22,50.5,0.902,120.10,122.08,1021.2,1331,0.01100,89.05,FALSE
2026-04-12,SC20260412-0187,500m,製造,YC-08,28.20,50.6,0.904,120.00,122.10,1021.4,1332,0.01100,89.05,FALSE
2026-04-12,SC20260412-0188,1000m,製造,YC-08,28.21,50.7,0.906,120.02,122.12,1021.6,1333,0.01100,89.05,FALSE
2026-04-12,SC20260412-0189,1200m,製造,YC-08,28.22,50.8,0.900,120.04,122.15,1021.8,1334,0.01100,89.05,FALSE
2026-04-12,SC20260412-0190,1500m,製造,YC-08,28.20,50.9,0.902,120.06,122.00,1020.2,1335,0.01100,89.05,FALSE
2026-04-12,SC20260412-0191,500m,製造,YC-08,28.21,50.5,0.904,120.08,122.03,1020.4,1336,0.01100,89.05,FALSE
2026-04-12,SC20260412-0192,1000m,試作品,YC-08,28.22,50.6,0.906,120.10,122.05,1020.6,1337,0.01100,89.07,FALSE
2026-04-12,SC20260412-0193,1200m,製造,YC-08,28.20,50.7,0.900,120.00,122.08,1020.8,1338,0.01100,89.05,FALSE
2026-04-12,SC20260412-0194,1500m,製造,YC-08,28.21,50.8,0.902,120.02,122.10,1021.0,1339,0.01100,89.05,FALSE
2026-04-12,SC20260412-0195,500m,製造,YC-08,28.22,50.9,0.904,120.04,122.12,1021.2,1340,0.01100,89.05,FALSE
2026-04-12,SC20260412-0196,1000m,製造,YC-08,28.20,50.5,0.906,120.06,122.15,1021.4,1341,0.01100,89.05,FALSE
2026-04-12,SC20260412-0197,1200m,製造,YC-08,28.21,50.6,0.900,120.08,122.00,1021.6,1342,0.01100,89.05,FALSE
2026-04-12,SC20260412-0198,1500m,製造,YC-08,28.22,50.7,0.902,120.10,122.03,1021.8,1343,0.01100,89.05,FALSE
2026-04-12,SC20260412-0199,500m,製造,YC-08,28.20,50.8,0.904,120.00,122.05,1020.2,1344,0.01100,89.05,FALSE
2026-04-12,SC20260412-0200,1000m,製造,YC-08,28.21,50.9,0.906,120.02,122.08,1020.4,1345,0.01100,89.05,FALSE
2026-04-12,SC20260412-0201,1200m,製造,YC-08,28.22,50.5,0.900,120.04,122.10,1020.6,1346,0.01100,89.05,FALSE
2026-04-12,SC20260412-0202,1500m,製造,YC-08,28.20,50.6,0.902,120.06,122.12,1020.8,1347,0.01100,89.05,FALSE
2026-04-12,SC20260412-0203,500m,製造,YC-08,28.21,50.7,0.904,120.08,122.15,1021.0,1348,0.01100,89.05,FALSE
2026-04-12,SC20260412-0204,1000m,製造,YC-08,28.22,50.8,0.906,120.10,122.00,1021.2,1349,0.01100,89.05,FALSE
2026-04-12,SC20260412-0205,1200m,製造,YC-08,28.20,50.9,0.900,120.00,122.03,1021.4,1350,0.01100,89.05,FALSE
2026-04-12,SC20260412-0206,1500m,製造,YC-08,28.21,50.5,0.902,120.02,122.05,1021.6,1351,0.01100,89.05,FALSE
2026-04-12,SC20260412-0207,500m,製造,YC-08,28.22,50.6,0.904,120.04,122.08,1021.8,1352,0.01100,89.05,FALSE
2026-04-12,SC20260412-0208,1000m,製造,YC-08,28.20,50.7,0.906,120.06,122.10,1020.2,1353,0.01100,89.05,FALSE
2026-04-12,SC20260412-0209,1200m,試作品,YC-08,28.21,50.8,0.900,120.08,122.12,1020.4,1354,0.01100,89.05,FALSE
2026-04-12,SC20260412-0210,1500m,製造,YC-08,28.22,50.9,0.902,120.10,122.15,1020.6,1355,0.01100,89.05,FALSE
2026-04-12,SC20260412-0211,500m,製造,YC-08,28.20,50.5,0.904,120.00,122.00,1020.8,1356,0.01100,89.07,FALSE
2026-04-12,SC20260412-0212,1000m,製造,YC-08,28.21,50.6,0.906,120.02,122.03,1021.0,1357,0.01100,89.05,FALSE
2026-04-12,SC20260412-0213,1200m,製造,YC-08,28.22,50.7,0.900,120.04,122.05,1021.2,1358,0.01100,89.05,FALSE
2026-04-12,SC20260412-0214,1500m,製造,YC-08,28.20,50.8,0.902,120.06,122.08,1021.4,1359,0.01100,89.05,FALSE
2026-04-12,SC20260412-0215,500m,製造,YC-08,28.21,50.9,0.904,120.08,122.10,1021.6,1360,0.01100,89.05,FALSE
2026-04-12,SC20260412-0216,1000m,製造,YC-08,28.22,50.5,0.906,120.10,122.12,1021.8,1361,0.01100,89.05,FALSE
2026-04-12,SC20260412-0217,1200m,製造,YC-08,28.20,50.6,0.900,120.00,122.15,1020.2,1362,0.01100,89.05,FALSE
2026-04-12,SC20260412-0218,1500m,製造,YC-08,28.21,50.7,0.902,120.02,122.00,1020.4,1363,0.01100,89.05,FALSE
2026-04-12,SC20260412-0219,500m,製造,YC-08,28.22,50.8,0.904,120.04,122.03,1020.6,1364,0.01100,89.05,FALSE
2026-04-12,SC20260412-0220,1000m,製造,YC-08,28.20,50.9,0.906,120.06,122.05,1020.8,1365,0.01100,89.05,FALSE
2026-04-12,SC20260412-0221,1200m,製造,YC-08,28.21,50.5,0.900,120.08,122.08,1021.0,1366,0.01100,89.05,FALSE
2026-04-12,SC20260412-0222,1500m,製造,YC-08,28.22,50.6,0.902,120.10,122.10,1021.2,1367,0.01100,89.05,FALSE
2026-04-12,SC20260412-0223,500m,製造,YC-08,28.20,50.7,0.904,120.00,122.12,1021.4,1368,0.01100,89.05,FALSE
2026-04-12,SC20260412-0224,1000m,製造,YC-08,28.21,50.8,0.906,120.02,122.15,1021.6,1369,0.01100,89.05,FALSE
2026-04-12,SC20260412-0225,1200m,製造,YC-08,28.22,50.9,0.900,120.04,122.00,1021.8,1370,0.01100,89.05,FALSE
2026-04-12,SC20260412-0226,1500m,試作品,YC-08,28.20,50.5,0.902,120.06,122.03,1020.2,1371,0.01100,89.05,FALSE
2026-04-12,SC20260412-0227,500m,製造,YC-08,28.21,50.6,0.904,120.08,122.05,1020.4,1372,0.01100,89.05,FALSE
2026-04-12,SC20260412-0228,1000m,製造,YC-08,28.22,50.7,0.906,120.10,122.08,1020.6,1373,0.01100,89.05,FALSE
2026-04-12,SC20260412-0229,1200m,製造,YC-08,28.20,50.8,0.900,120.00,122.10,1020.8,1374,0.01100,89.05,FALSE
2026-04-12,SC20260412-0230,1500m,製造,YC-08,28.21,50.9,0.902,120.02,122.12,1021.0,1375,0.01100,89.07,FALSE
2026-04-12,SC20260412-0231,500m,製造,YC-08,28.22,50.5,0.904,120.04,122.15,1021.2,1376,0.01100,89.05,FALSE
2026-04-12,SC20260412-0232,1000m,製造,YC-08,28.20,50.6,0.906,120.06,122.00,1021.4,1377,0.01100,89.05,FALSE
2026-04-12,SC20260412-0233,1200m,製造,YC-08,28.21,50.7,0.900,120.08,122.03,1021.6,1378,0.01100,89.05,FALSE
2026-04-12,SC20260412-0234,1500m,製造,YC-08,28.22,50.8,0.902,120.10,122.05,1021.8,1379,0.01100,89.05,FALSE
2026-04-12,SC20260412-0235,500m,製造,YC-08,28.20,50.9,0.904,120.00,122.08,1020.2,1380,0.01100,89.05,FALSE
2026-04-12,SC20260412-0236,1000m,製造,YC-08,28.21,50.5,0.906,120.02,122.10,1020.4,1381,0.01100,89.05,FALSE
2026-04-12,SC20260412-0237,1200m,製造,YC-08,28.22,50.6,0.900,120.04,122.12,1020.6,1382,0.01100,89.05,FALSE
2026-04-12,SC20260412-0238,1500m,製造,YC-08,28.20,50.7,0.902,120.06,122.15,1020.8,1383,0.01100,89.05,FALSE
2026-04-12,SC20260412-0239,500m,製造,YC-08,28.21,50.8,0.904,120.08,122.00,1021.0,1384,0.01100,89.05,FALSE
2026-04-12,SC20260412-0240,1000m,製造,YC-08,28.22,50.9,0.906,120.10,122.03,1021.2,1385,0.01100,89.05,FALSE
2026-04-12,SC20260412-0241,1200m,製造,YC-08,28.20,50.5,0.900,120.00,122.05,1021.4,1386,0.01100,89.05,FALSE
2026-04-12,SC20260412-0242,1500m,製造,YC-08,28.21,50.6,0.902,120.02,122.08,1021.6,1387,0.01100,89.05,FALSE
2026-04-12,SC20260412-0243,500m,試作品,YC-08,28.22,50.7,0.904,120.04,122.10,1021.8,1388,0.01100,89.05,FALSE
2026-04-12,SC20260412-0244,1000m,製造,YC-08,28.20,50.8,0.906,120.06,122.12,1020.2,1389,0.01100,89.05,FALSE
